timestamp,pod_name,namespace,log_level,message
2025-11-06T02:52:22.100Z,auth-service-08,staging,WARN,2025-11-06T02:52:22.100Z WARN [auth-service-08] ERROR: request timeout after 20294ms while calling db
2025-11-06T02:53:33.574Z,orders-07,prod,INFO,2025-11-06T02:53:33.574Z INFO [orders-07] Opening database transaction; connection_id=2861
2025-11-06T03:19:09.271Z,backend-api-08,dev,ERROR,2025-11-06T03:19:09.271Z ERROR [backend-api-08] ERROR: OOMKilled - process terminated due to out-of-memory
2025-11-06T03:42:33.682Z,auth-service-14,staging,INFO,2025-11-06T03:42:33.682Z INFO [auth-service-14] Cache hit for key=session:8763; ttl=2418s
2025-11-06T04:00:28.423Z,nginx-frontend-11,prod,INFO,"2025-11-06T04:00:28.423Z INFO [nginx-frontend-11] Health check passed: ready=true, status=200"
2025-11-06T04:02:55.631Z,backend-api-01,dev,INFO,"2025-11-06T04:02:55.631Z INFO [backend-api-01] Graceful shutdown initiated, waiting for connections to drain"
2025-11-06T04:08:21.701Z,auth-service-03,staging,ERROR,2025-11-06T04:08:21.701Z ERROR [auth-service-03] ERROR: database deadlock detected; rolling back transaction
2025-11-06T04:22:23.947Z,payments-14,prod,INFO,2025-11-06T04:22:23.947Z INFO [payments-14] Established connection to upstream payments.internal:9000
2025-11-06T04:34:55.006Z,orders-18,staging,INFO,"2025-11-06T04:34:55.006Z INFO [orders-18] Graceful shutdown initiated, waiting for connections to drain"
2025-11-06T04:41:41.694Z,payments-18,dev,INFO,2025-11-06T04:41:41.694Z INFO [payments-18] Established connection to upstream auth.internal:5432
2025-11-06T04:45:37.513Z,payments-20,dev,INFO,2025-11-06T04:45:37.513Z INFO [payments-20] Opening database transaction; connection_id=3903
2025-11-06T04:49:53.915Z,auth-service-06,staging,INFO,"2025-11-06T04:49:53.915Z INFO [auth-service-06] Graceful shutdown initiated, waiting for connections to drain"
2025-11-06T04:50:45.377Z,payments-04,staging,INFO,2025-11-06T04:50:45.377Z INFO [payments-04] Started request DELETE /login from 10.0.3.21 in 405ms
2025-11-06T05:13:05.417Z,orders-03,staging,DEBUG,2025-11-06T05:13:05.417Z DEBUG [orders-03] Background job report-generator completed in 123ms
2025-11-06T05:43:01.880Z,auth-service-19,prod,INFO,2025-11-06T05:43:01.880Z INFO [auth-service-19] Opening database transaction; connection_id=5764
2025-11-06T05:45:00.049Z,nginx-frontend-14,staging,ERROR,2025-11-06T05:45:00.049Z ERROR [nginx-frontend-14] ERROR: 503 Service Unavailable - downstream overloaded
2025-11-06T06:41:25.945Z,orders-20,dev,INFO,2025-11-06T06:41:25.945Z INFO [orders-20] Completed 200 DELETE /api/v1/orders in 364ms
2025-11-06T07:03:03.883Z,nginx-frontend-03,staging,INFO,2025-11-06T07:03:03.883Z INFO [nginx-frontend-03] Opening database transaction; connection_id=1937
2025-11-06T07:06:38.687Z,payments-07,prod,INFO,2025-11-06T07:06:38.687Z INFO [payments-07] Started request GET /api/v1/payments from 10.0.2.47 in 432ms
2025-11-06T07:07:48.894Z,backend-api-11,staging,WARN,"2025-11-06T07:07:48.894Z WARN [backend-api-11] Health check passed: ready=true, status=200"
2025-11-06T07:15:35.414Z,auth-service-05,staging,WARN,"2025-11-06T07:15:35.414Z WARN [auth-service-05] Health check passed: ready=true, status=200"
2025-11-06T07:21:58.760Z,backend-api-15,dev,INFO,2025-11-06T07:21:58.760Z INFO [backend-api-15] User 42145 authenticated successfully
2025-11-06T07:33:53.464Z,orders-11,dev,INFO,2025-11-06T07:33:53.464Z INFO [orders-11] Completed 304 GET /health in 39ms
2025-11-06T07:36:57.291Z,payments-06,dev,INFO,"2025-11-06T07:36:57.291Z INFO [payments-06] Health check passed: ready=true, status=200"
2025-11-06T07:38:46.045Z,orders-02,prod,INFO,2025-11-06T07:38:46.045Z INFO [orders-02] Established connection to upstream db.internal:8080
2025-11-06T07:39:20.369Z,orders-19,staging,INFO,"2025-11-06T07:39:20.369Z INFO [orders-19] Graceful shutdown initiated, waiting for connections to drain"
2025-11-06T07:57:53.349Z,orders-14,staging,DEBUG,2025-11-06T07:57:53.349Z DEBUG [orders-14] Started request GET /health from 10.0.2.2 in 374ms
2025-11-06T08:24:37.083Z,auth-service-16,staging,INFO,2025-11-06T08:24:37.083Z INFO [auth-service-16] Cache hit for key=session:6323; ttl=3026s
2025-11-06T08:30:10.755Z,orders-07,staging,INFO,2025-11-06T08:30:10.755Z INFO [orders-07] Background job cleanup completed in 110ms
2025-11-06T08:31:20.092Z,backend-api-09,dev,INFO,"2025-11-06T08:31:20.092Z INFO [backend-api-09] Health check passed: ready=true, status=200"
2025-11-06T08:40:08.453Z,backend-api-01,dev,DEBUG,2025-11-06T08:40:08.453Z DEBUG [backend-api-01] Completed 200 GET /login in 210ms
2025-11-06T08:49:17.509Z,orders-10,dev,WARN,2025-11-06T08:49:17.509Z WARN [orders-10] Loaded config from /etc/config/db.yml
2025-11-06T08:50:42.901Z,auth-service-06,prod,INFO,2025-11-06T08:50:42.901Z INFO [auth-service-06] Established connection to upstream payments.internal:8080
2025-11-06T09:10:49.511Z,payments-12,prod,INFO,2025-11-06T09:10:49.511Z INFO [payments-12] Loaded config from /etc/config/db.yml
2025-11-06T09:23:53.676Z,orders-03,dev,INFO,2025-11-06T09:23:53.676Z INFO [orders-03] User 51331 authenticated successfully
2025-11-06T09:33:05.812Z,orders-19,prod,INFO,2025-11-06T09:33:05.812Z INFO [orders-19] Cache hit for key=session:3028; ttl=2494s
2025-11-06T09:46:05.285Z,auth-service-18,dev,ERROR,2025-11-06T09:46:05.285Z ERROR [auth-service-18] ERROR: request timeout after 29763ms while calling auth
2025-11-06T09:54:04.121Z,backend-api-13,staging,INFO,2025-11-06T09:54:04.121Z INFO [backend-api-13] Opening database transaction; connection_id=7018
2025-11-06T09:55:30.853Z,auth-service-01,dev,ERROR,2025-11-06T09:55:30.853Z ERROR [auth-service-01] ERROR: request timeout after 14839ms while calling auth
2025-11-06T10:18:01.566Z,auth-service-08,staging,INFO,2025-11-06T10:18:01.566Z INFO [auth-service-08] User 16903 authenticated successfully
2025-11-06T10:28:48.033Z,backend-api-18,dev,DEBUG,2025-11-06T10:28:48.033Z DEBUG [backend-api-18] Cache hit for key=session:8986; ttl=3159s
2025-11-06T10:28:51.711Z,payments-13,staging,INFO,"2025-11-06T10:28:51.711Z INFO [payments-13] Graceful shutdown initiated, waiting for connections to drain"
2025-11-06T10:38:03.329Z,orders-20,staging,DEBUG,2025-11-06T10:38:03.329Z DEBUG [orders-20] Cache hit for key=session:6128; ttl=2700s
2025-11-06T10:41:58.192Z,backend-api-10,prod,WARN,2025-11-06T10:41:58.192Z WARN [backend-api-10] Opening database transaction; connection_id=3675
2025-11-06T11:03:27.092Z,nginx-frontend-08,dev,INFO,"2025-11-06T11:03:27.092Z INFO [nginx-frontend-08] Graceful shutdown initiated, waiting for connections to drain"
2025-11-06T11:07:28.378Z,nginx-frontend-20,dev,INFO,"2025-11-06T11:07:28.378Z INFO [nginx-frontend-20] Health check passed: ready=true, status=200"
2025-11-06T11:09:07.150Z,orders-04,staging,INFO,2025-11-06T11:09:07.150Z INFO [orders-04] Completed 304 PUT /metrics in 159ms
2025-11-06T11:24:04.131Z,orders-07,dev,INFO,"2025-11-06T11:24:04.131Z INFO [orders-07] Graceful shutdown initiated, waiting for connections to drain"
2025-11-06T11:28:57.316Z,auth-service-02,dev,INFO,"2025-11-06T11:28:57.316Z INFO [auth-service-02] Health check passed: ready=true, status=200"
2025-11-06T11:29:20.872Z,payments-12,dev,INFO,2025-11-06T11:29:20.872Z INFO [payments-12] Completed 200 GET /api/v1/payments in 28ms
2025-11-06T11:31:55.372Z,payments-13,staging,DEBUG,"2025-11-06T11:31:55.372Z DEBUG [payments-13] Health check passed: ready=true, status=200"
2025-11-06T11:48:52.875Z,nginx-frontend-06,staging,DEBUG,2025-11-06T11:48:52.875Z DEBUG [nginx-frontend-06] Started request GET /metrics from 10.0.4.23 in 268ms
2025-11-06T12:10:29.712Z,auth-service-05,dev,INFO,2025-11-06T12:10:29.712Z INFO [auth-service-05] Completed 304 GET /api/v1/items in 410ms
2025-11-06T12:12:51.833Z,backend-api-14,dev,INFO,2025-11-06T12:12:51.833Z INFO [backend-api-14] Opening database transaction; connection_id=3774
2025-11-06T12:25:48.635Z,nginx-frontend-08,dev,DEBUG,2025-11-06T12:25:48.635Z DEBUG [nginx-frontend-08] Started request POST /api/v1/payments from 10.0.0.27 in 153ms
2025-11-06T12:47:30.712Z,payments-09,dev,INFO,2025-11-06T12:47:30.712Z INFO [payments-09] Opening database transaction; connection_id=9938
2025-11-06T13:09:31.838Z,nginx-frontend-19,dev,WARN,2025-11-06T13:09:31.838Z WARN [nginx-frontend-19] Established connection to upstream db.internal:5432
2025-11-06T13:16:40.607Z,backend-api-11,prod,INFO,"2025-11-06T13:16:40.607Z INFO [backend-api-11] Health check passed: ready=true, status=200"
2025-11-06T13:18:59.305Z,payments-15,dev,INFO,"2025-11-06T13:18:59.305Z INFO [payments-15] Graceful shutdown initiated, waiting for connections to drain"
2025-11-06T13:22:54.101Z,auth-service-01,prod,WARN,"2025-11-06T13:22:54.101Z WARN [auth-service-01] Health check passed: ready=true, status=200"
2025-11-06T13:33:43.946Z,nginx-frontend-09,dev,INFO,2025-11-06T13:33:43.946Z INFO [nginx-frontend-09] Started request POST /api/v1/payments from 10.0.1.32 in 13ms
2025-11-06T13:37:44.281Z,auth-service-04,prod,ERROR,2025-11-06T13:37:44.281Z ERROR [auth-service-04] ERROR: Segmentation fault (core dumped) in worker thread
2025-11-06T13:55:06.144Z,auth-service-10,dev,INFO,2025-11-06T13:55:06.144Z INFO [auth-service-10] Completed 200 DELETE /login in 32ms
2025-11-06T13:58:55.969Z,payments-03,staging,ERROR,2025-11-06T13:58:55.969Z ERROR [payments-03] ERROR: Segmentation fault (core dumped) in worker thread
2025-11-06T13:59:42.322Z,nginx-frontend-10,prod,WARN,2025-11-06T13:59:42.322Z WARN [nginx-frontend-10] ERROR: OOMKilled - process terminated due to out-of-memory
2025-11-06T14:08:21.475Z,payments-02,prod,DEBUG,2025-11-06T14:08:21.475Z DEBUG [payments-02] Loaded config from /etc/config/app.yml
2025-11-06T14:17:42.283Z,payments-18,dev,WARN,2025-11-06T14:17:42.283Z WARN [payments-18] Completed 204 PUT /health in 157ms
2025-11-06T14:43:35.940Z,payments-07,staging,ERROR,2025-11-06T14:43:35.940Z ERROR [payments-07] ERROR: database deadlock detected; rolling back transaction
2025-11-06T14:56:42.429Z,payments-10,dev,DEBUG,2025-11-06T14:56:42.429Z DEBUG [payments-10] Loaded config from /etc/config/db.yml
2025-11-06T15:09:42.140Z,nginx-frontend-04,dev,INFO,2025-11-06T15:09:42.140Z INFO [nginx-frontend-04] Loaded config from /etc/config/app.yml
2025-11-06T15:11:02.676Z,payments-07,staging,ERROR,2025-11-06T15:11:02.676Z ERROR [payments-07] ERROR: Segmentation fault (core dumped) in worker thread
2025-11-06T15:19:24.159Z,backend-api-20,prod,INFO,2025-11-06T15:19:24.159Z INFO [backend-api-20] Cache hit for key=session:7785; ttl=1148s
2025-11-06T15:26:53.416Z,backend-api-08,staging,ERROR,2025-11-06T15:26:53.416Z ERROR [backend-api-08] ERROR: Segmentation fault (core dumped) in worker thread
2025-11-06T15:40:13.993Z,nginx-frontend-10,prod,ERROR,2025-11-06T15:40:13.993Z ERROR [nginx-frontend-10] ERROR: database deadlock detected; rolling back transaction
2025-11-06T15:45:57.312Z,orders-02,staging,ERROR,2025-11-06T15:45:57.312Z ERROR [orders-02] ERROR: connection refused from inventory.internal:6379
2025-11-06T16:12:18.464Z,backend-api-17,staging,INFO,2025-11-06T16:12:18.464Z INFO [backend-api-17] Started request DELETE /metrics from 10.0.4.11 in 162ms
2025-11-06T16:19:03.855Z,orders-10,dev,INFO,2025-11-06T16:19:03.855Z INFO [orders-10] User 46760 authenticated successfully
2025-11-06T16:22:16.527Z,backend-api-03,staging,INFO,2025-11-06T16:22:16.527Z INFO [backend-api-03] Background job cleanup completed in 273ms
2025-11-06T17:24:38.364Z,backend-api-18,prod,ERROR,"2025-11-06T17:24:38.364Z ERROR [backend-api-18] WARN: latency spike: p95=3803ms, p99=2780ms for endpoint /api/v1/items"
2025-11-06T17:27:37.861Z,payments-09,dev,ERROR,2025-11-06T17:27:37.861Z ERROR [payments-09] ERROR: request timeout after 15704ms while calling auth
2025-11-06T17:47:02.272Z,nginx-frontend-19,prod,INFO,"2025-11-06T17:47:02.272Z INFO [nginx-frontend-19] Graceful shutdown initiated, waiting for connections to drain"
2025-11-06T17:59:18.848Z,orders-17,prod,INFO,"2025-11-06T17:59:18.848Z INFO [orders-17] Health check passed: ready=true, status=200"
2025-11-06T18:01:31.604Z,orders-07,staging,WARN,2025-11-06T18:01:31.604Z WARN [orders-07] User 11204 authenticated successfully
2025-11-06T18:20:26.580Z,nginx-frontend-08,staging,INFO,2025-11-06T18:20:26.580Z INFO [nginx-frontend-08] Established connection to upstream db.internal:6379
2025-11-06T18:30:45.487Z,auth-service-12,dev,INFO,2025-11-06T18:30:45.487Z INFO [auth-service-12] Loaded config from /etc/config/db.yml
2025-11-06T18:32:38.345Z,auth-service-04,dev,INFO,"2025-11-06T18:32:38.345Z INFO [auth-service-04] Graceful shutdown initiated, waiting for connections to drain"
2025-11-06T18:37:17.531Z,orders-18,dev,ERROR,2025-11-06T18:37:17.531Z ERROR [orders-18] ERROR: request timeout after 6920ms while calling payments
2025-11-06T18:49:53.063Z,nginx-frontend-16,staging,WARN,2025-11-06T18:49:53.063Z WARN [nginx-frontend-16] ERROR: 5xx gateway error from upstream payments.internal:9000 - response=502 Bad Gateway
2025-11-06T18:58:42.407Z,auth-service-01,prod,INFO,2025-11-06T18:58:42.407Z INFO [auth-service-01] Loaded config from /etc/config/db.yml
2025-11-06T19:02:15.602Z,backend-api-03,prod,INFO,2025-11-06T19:02:15.602Z INFO [backend-api-03] Opening database transaction; connection_id=5143
2025-11-06T19:04:41.889Z,payments-04,staging,ERROR,2025-11-06T19:04:41.889Z ERROR [payments-04] ERROR: 503 Service Unavailable - downstream overloaded
2025-11-06T19:19:16.575Z,nginx-frontend-05,dev,INFO,2025-11-06T19:19:16.575Z INFO [nginx-frontend-05] Cache hit for key=session:9770; ttl=2509s
2025-11-06T19:29:36.460Z,auth-service-07,staging,ERROR,2025-11-06T19:29:36.460Z ERROR [auth-service-07] ERROR: CrashLoopBackOff: container restarted 13 times
2025-11-06T19:39:53.343Z,nginx-frontend-20,dev,INFO,"2025-11-06T19:39:53.343Z INFO [nginx-frontend-20] Graceful shutdown initiated, waiting for connections to drain"
2025-11-06T19:40:52.046Z,nginx-frontend-06,prod,INFO,2025-11-06T19:40:52.046Z INFO [nginx-frontend-06] Completed 204 DELETE /metrics in 170ms
2025-11-06T19:42:46.976Z,orders-18,dev,DEBUG,"2025-11-06T19:42:46.976Z DEBUG [orders-18] Graceful shutdown initiated, waiting for connections to drain"
2025-11-06T19:48:16.489Z,orders-03,dev,INFO,2025-11-06T19:48:16.489Z INFO [orders-03] Background job reindex completed in 139ms
2025-11-06T19:52:03.938Z,auth-service-13,staging,ERROR,2025-11-06T19:52:03.938Z ERROR [auth-service-13] ERROR: connection refused from payments.internal:8080
2025-11-06T19:55:34.543Z,orders-01,dev,INFO,2025-11-06T19:55:34.543Z INFO [orders-01] Loaded config from /etc/config/app.yml
2025-11-06T20:10:23.280Z,auth-service-03,staging,WARN,2025-11-06T20:10:23.280Z WARN [auth-service-03] ERROR: database deadlock detected; rolling back transaction
2025-11-06T20:30:07.854Z,payments-03,prod,WARN,2025-11-06T20:30:07.854Z WARN [payments-03] Completed 304 GET /metrics in 277ms
2025-11-06T20:47:41.657Z,auth-service-10,prod,INFO,2025-11-06T20:47:41.657Z INFO [auth-service-10] Opening database transaction; connection_id=1730
2025-11-06T21:01:54.711Z,payments-08,staging,INFO,2025-11-06T21:01:54.711Z INFO [payments-08] Established connection to upstream db.internal:5432
2025-11-06T21:24:31.245Z,auth-service-09,staging,INFO,2025-11-06T21:24:31.245Z INFO [auth-service-09] Completed 200 GET /login in 23ms
2025-11-06T21:30:49.452Z,payments-19,staging,INFO,2025-11-06T21:30:49.452Z INFO [payments-19] Background job reindex completed in 159ms
2025-11-06T21:34:27.469Z,auth-service-08,staging,INFO,2025-11-06T21:34:27.469Z INFO [auth-service-08] Loaded config from /etc/config/env.yml
2025-11-06T21:51:42.083Z,backend-api-20,staging,DEBUG,2025-11-06T21:51:42.083Z DEBUG [backend-api-20] Started request GET /api/v1/items from 10.0.1.48 in 275ms
2025-11-06T21:57:54.009Z,nginx-frontend-11,dev,INFO,2025-11-06T21:57:54.009Z INFO [nginx-frontend-11] Opening database transaction; connection_id=2329
2025-11-06T22:17:31.773Z,nginx-frontend-17,staging,INFO,"2025-11-06T22:17:31.773Z INFO [nginx-frontend-17] Health check passed: ready=true, status=200"
2025-11-06T22:33:59.606Z,backend-api-04,dev,INFO,"2025-11-06T22:33:59.606Z INFO [backend-api-04] Health check passed: ready=true, status=200"
2025-11-06T22:50:56.208Z,backend-api-17,prod,INFO,"2025-11-06T22:50:56.208Z INFO [backend-api-17] Graceful shutdown initiated, waiting for connections to drain"
2025-11-06T22:59:50.404Z,nginx-frontend-17,dev,WARN,2025-11-06T22:59:50.404Z WARN [nginx-frontend-17] Opening database transaction; connection_id=7936
2025-11-06T23:00:04.624Z,auth-service-20,dev,INFO,2025-11-06T23:00:04.624Z INFO [auth-service-20] Opening database transaction; connection_id=9955
2025-11-06T23:07:26.061Z,backend-api-12,staging,INFO,"2025-11-06T23:07:26.061Z INFO [backend-api-12] Health check passed: ready=true, status=200"
2025-11-06T23:44:25.418Z,auth-service-17,prod,INFO,2025-11-06T23:44:25.418Z INFO [auth-service-17] Established connection to upstream db.internal:9000
2025-11-07T00:00:24.380Z,backend-api-02,staging,INFO,2025-11-07T00:00:24.380Z INFO [backend-api-02] Established connection to upstream db.internal:5432
2025-11-07T00:06:56.361Z,orders-08,dev,INFO,2025-11-07T00:06:56.361Z INFO [orders-08] Established connection to upstream cache.internal:5432
2025-11-07T00:28:49.547Z,nginx-frontend-05,dev,INFO,2025-11-07T00:28:49.547Z INFO [nginx-frontend-05] Loaded config from /etc/config/app.yml
2025-11-07T00:45:39.907Z,payments-03,prod,INFO,2025-11-07T00:45:39.907Z INFO [payments-03] Cache hit for key=session:5789; ttl=2943s
2025-11-07T01:03:01.730Z,payments-05,dev,ERROR,2025-11-07T01:03:01.730Z ERROR [payments-05] ERROR: Segmentation fault (core dumped) in worker thread
2025-11-07T01:17:26.486Z,payments-18,prod,ERROR,2025-11-07T01:17:26.486Z ERROR [payments-18] ERROR: request timeout after 25544ms while calling auth
2025-11-07T01:31:32.128Z,backend-api-01,prod,ERROR,2025-11-07T01:31:32.128Z ERROR [backend-api-01] ERROR: 5xx gateway error from upstream cache.internal:5432 - response=502 Bad Gateway
2025-11-07T01:55:26.928Z,nginx-frontend-19,dev,INFO,2025-11-07T01:55:26.928Z INFO [nginx-frontend-19] Completed 201 GET /metrics in 56ms
2025-11-07T02:17:16.799Z,payments-12,dev,INFO,2025-11-07T02:17:16.799Z INFO [payments-12] Started request POST /login from 10.0.2.40 in 106ms
2025-11-07T02:18:09.809Z,auth-service-01,staging,INFO,2025-11-07T02:18:09.809Z INFO [auth-service-01] Loaded config from /etc/config/db.yml
2025-11-07T02:18:13.406Z,backend-api-08,prod,INFO,"2025-11-07T02:18:13.406Z INFO [backend-api-08] Graceful shutdown initiated, waiting for connections to drain"
2025-11-07T02:20:40.330Z,backend-api-06,staging,ERROR,2025-11-07T02:20:40.330Z ERROR [backend-api-06] ERROR: database deadlock detected; rolling back transaction
2025-11-07T02:33:40.116Z,auth-service-12,prod,INFO,2025-11-07T02:33:40.116Z INFO [auth-service-12] Background job cleanup completed in 199ms
2025-11-07T02:42:38.735Z,nginx-frontend-01,staging,DEBUG,2025-11-07T02:42:38.735Z DEBUG [nginx-frontend-01] Established connection to upstream auth.internal:8080
2025-11-07T02:54:24.630Z,orders-02,staging,ERROR,2025-11-07T02:54:24.630Z ERROR [orders-02] ERROR: OOMKilled - process terminated due to out-of-memory
2025-11-07T03:08:36.631Z,auth-service-09,staging,INFO,2025-11-07T03:08:36.631Z INFO [auth-service-09] Started request PUT /api/v1/items from 10.0.4.49 in 73ms
2025-11-07T03:27:47.038Z,auth-service-12,prod,INFO,2025-11-07T03:27:47.038Z INFO [auth-service-12] User 38499 authenticated successfully
2025-11-07T03:36:33.734Z,auth-service-10,dev,ERROR,"2025-11-07T03:36:33.734Z ERROR [auth-service-10] WARN: latency spike: p95=2146ms, p99=7020ms for endpoint /checkout"
2025-11-07T03:49:58.753Z,orders-13,prod,DEBUG,2025-11-07T03:49:58.753Z DEBUG [orders-13] Cache hit for key=session:5490; ttl=1909s
2025-11-07T03:51:58.640Z,auth-service-19,prod,INFO,2025-11-07T03:51:58.640Z INFO [auth-service-19] Started request GET /checkout from 10.0.1.32 in 439ms
2025-11-07T03:56:57.171Z,orders-18,prod,ERROR,"2025-11-07T03:56:57.171Z ERROR [orders-18] WARN: latency spike: p95=1642ms, p99=5605ms for endpoint /api/v1/payments"
2025-11-07T04:02:59.460Z,payments-09,staging,INFO,"2025-11-07T04:02:59.460Z INFO [payments-09] Graceful shutdown initiated, waiting for connections to drain"
2025-11-07T04:08:34.939Z,orders-16,dev,INFO,2025-11-07T04:08:34.939Z INFO [orders-16] Opening database transaction; connection_id=8174
2025-11-07T04:10:00.087Z,payments-18,staging,WARN,2025-11-07T04:10:00.087Z WARN [payments-18] Opening database transaction; connection_id=8803
2025-11-07T04:10:24.028Z,auth-service-14,prod,INFO,2025-11-07T04:10:24.028Z INFO [auth-service-14] User 53724 authenticated successfully
2025-11-07T04:13:13.685Z,nginx-frontend-18,prod,ERROR,2025-11-07T04:13:13.685Z ERROR [nginx-frontend-18] ERROR: CrashLoopBackOff: container restarted 4 times
2025-11-07T04:25:44.482Z,backend-api-09,dev,DEBUG,"2025-11-07T04:25:44.482Z DEBUG [backend-api-09] Health check passed: ready=true, status=200"
2025-11-07T04:43:06.714Z,orders-17,staging,ERROR,2025-11-07T04:43:06.714Z ERROR [orders-17] ERROR: ImagePullBackOff: failed to pull image myorg/backend:1.4.2
2025-11-07T04:44:39.946Z,backend-api-17,dev,INFO,2025-11-07T04:44:39.946Z INFO [backend-api-17] Opening database transaction; connection_id=7677
2025-11-07T04:53:16.812Z,nginx-frontend-18,dev,DEBUG,2025-11-07T04:53:16.812Z DEBUG [nginx-frontend-18] Background job reindex completed in 178ms
2025-11-07T04:54:05.089Z,nginx-frontend-03,dev,INFO,2025-11-07T04:54:05.089Z INFO [nginx-frontend-03] Background job cleanup completed in 389ms
2025-11-07T05:02:35.538Z,auth-service-01,dev,ERROR,2025-11-07T05:02:35.538Z ERROR [auth-service-01] ERROR: connection refused from db.internal:9000
2025-11-07T05:09:15.090Z,orders-19,prod,WARN,2025-11-07T05:09:15.090Z WARN [orders-19] Cache hit for key=session:3691; ttl=140s
2025-11-07T05:11:42.741Z,orders-05,dev,DEBUG,2025-11-07T05:11:42.741Z DEBUG [orders-05] Started request GET /checkout from 10.0.2.1 in 15ms
2025-11-07T05:39:33.693Z,nginx-frontend-18,prod,INFO,2025-11-07T05:39:33.693Z INFO [nginx-frontend-18] Background job reindex completed in 390ms
2025-11-07T05:48:29.643Z,backend-api-09,dev,WARN,2025-11-07T05:48:29.643Z WARN [backend-api-09] ERROR: ImagePullBackOff: failed to pull image myorg/payments:2.1.0
2025-11-07T05:58:39.574Z,payments-20,dev,ERROR,2025-11-07T05:58:39.574Z ERROR [payments-20] ERROR: ImagePullBackOff: failed to pull image myorg/auth:0.9.8
2025-11-07T06:05:10.026Z,nginx-frontend-12,dev,INFO,2025-11-07T06:05:10.026Z INFO [nginx-frontend-12] Opening database transaction; connection_id=4977
2025-11-07T06:10:59.865Z,payments-20,dev,WARN,2025-11-07T06:10:59.865Z WARN [payments-20] User 74814 authenticated successfully
2025-11-07T06:11:39.790Z,orders-11,prod,INFO,"2025-11-07T06:11:39.790Z INFO [orders-11] Graceful shutdown initiated, waiting for connections to drain"
2025-11-07T06:12:31.426Z,orders-16,dev,INFO,"2025-11-07T06:12:31.426Z INFO [orders-16] Health check passed: ready=true, status=200"
2025-11-07T06:23:00.691Z,orders-06,prod,DEBUG,2025-11-07T06:23:00.691Z DEBUG [orders-06] Opening database transaction; connection_id=9591
2025-11-07T06:35:46.435Z,nginx-frontend-13,prod,ERROR,2025-11-07T06:35:46.435Z ERROR [nginx-frontend-13] ERROR: connection refused from payments.internal:5432
2025-11-07T06:43:59.784Z,orders-12,dev,ERROR,2025-11-07T06:43:59.784Z ERROR [orders-12] ERROR: ImagePullBackOff: failed to pull image myorg/payments:2.1.0
2025-11-07T06:52:41.068Z,payments-16,dev,INFO,2025-11-07T06:52:41.068Z INFO [payments-16] Established connection to upstream auth.internal:5432
2025-11-07T06:58:15.444Z,orders-01,prod,INFO,2025-11-07T06:58:15.444Z INFO [orders-01] Started request POST /metrics from 10.0.2.25 in 240ms
2025-11-07T07:05:54.645Z,payments-16,prod,DEBUG,2025-11-07T07:05:54.645Z DEBUG [payments-16] Loaded config from /etc/config/env.yml
2025-11-07T07:26:46.502Z,auth-service-03,prod,INFO,"2025-11-07T07:26:46.502Z INFO [auth-service-03] Health check passed: ready=true, status=200"
2025-11-07T07:51:22.787Z,backend-api-12,prod,INFO,2025-11-07T07:51:22.787Z INFO [backend-api-12] Started request DELETE /api/v1/payments from 10.0.1.36 in 412ms
2025-11-07T08:17:56.290Z,orders-16,dev,INFO,2025-11-07T08:17:56.290Z INFO [orders-16] Started request POST /checkout from 10.0.3.7 in 33ms
